data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,tinder_bio,probability
10914258,12.0,Salatmesteren,Pålægssalat,Rejesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_17x2729_2491x4798_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421913/2026-01-10/10914258.jpg,Shrimp lettuce,"Squid-like shrimp lettuce, crispy and vibrant, always brings a smile to the table. 🍤 lettuce",0.578929
10914255,12.0,Salatmesteren,Pålægssalat,Skinkesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_17x2729_2491x4798_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421912/2026-01-10/10914255.jpg,Ham lettuce,Ham lettuce: Savor the flavor of the unexpected — and maybe a little chaos. 🥪,0.578929
10914254,12.0,Salatmesteren,Pålægssalat,Makrelsalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_17x2729_2491x4798_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421916/2026-01-10/10914254.jpg,Mackerel lettuce,"Salty, smoky, and slightly tangy—perfect for a midnight snack. 🍴",0.578929
10914257,12.0,Salatmesteren,Pålægssalat,Tunsalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_17x2729_2491x4798_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421914/2026-01-10/10914257.jpg,Tuna salad,"Savor the taste of adventure with my tuna salad — salty, fresh, and always a hit! 🍣",0.578929
10914256,12.0,Salatmesteren,Pålægssalat,Hønsesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_17x2729_2491x4798_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421915/2026-01-10/10914256.jpg,Chicken lettuce,Savory snack that brings the kitchen to life 🍗 lettuce!,0.578929
10914121,19.0,Cheasy,Syrnet morgenmad,Vanilje Skyr ,1,1,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_1_2437x3953_4998x6627_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421813/2026-01-10/10914121.jpg,Vanilla Skyr,"Sip on the sweet, creamy power of vanilla skyr — your daily dose of pure, unfiltered goodness. 🍶",0.56410164
10921780,18.0,Murph,Kosttilskud,Træningstilskud,1,20,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/4/64393/Netto32026-1_24_3274x1848_4935x3855_zoom.jpg,2026-01-01,2026-01-31,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421771/2026-01-10/10921780.jpg,Training grants,"🔥Train your mind, upgrade your game—grants to fuel your growth! 🚀",0.55403304
10904784,18.0,Murph,Kosttilskud,Træningstilskud,1,20,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/2/64322/Netto022026-1_25_3299x1871_4924x3817_zoom.jpg,2026-01-02,2026-01-31,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421770/2026-01-10/10904784.jpg,Training grants,Train your mind like a pro — grant your growth! 🎓✨,0.55403304
10914389,35.0,ØGO,Pålægspølser,Oksespegepølse med Peber,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_16_3260x2315_4824x4682_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421963/2026-01-10/10914389.jpg,Beef sausage with pepper,🔥 Spicy sausage that's ready to ignite your taste buds! 🍔,0.54986167
10914214,22.0,GodMorgen,Juice,Ingefær & Fibre Tropisk Shot,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_11_2400x4384_4882x6892_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421876/2026-01-10/10914214.jpg,Ginger & Fibre Tropical Shot,"Zesty and zingy, with a twist of tropical flair—perfect for a quick, refreshing pick! 🌴💪",0.54432493
10914212,22.0,GodMorgen,Juice,Ingefærshot,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_11_2400x4384_4882x6892_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421875/2026-01-10/10914212.jpg,Gingerhot,"Spicy, zesty, and super smooth—perfect for any mood. 🌿",0.54432493
