data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,translated_category,tinder_bio
10888519,13.0,Taffel,Snacknødder & Nøddeblandinger,Cheddar Peanut Crunch,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229436/2025-12-20/10888519.jpg,Cheddar Peanut Crunch,Snacknuts & Nuts,"Crunchy, cheesy, and perfectly balanced—just like a good snack that never misses! 🍫✨"
10888471,8.0,Taffel,Chips,Karamelliserede Rødløg Chips,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229437/2025-12-20/10888471.jpg,Caramelized Red onion Chips,Chips,"Caramelized red onion chips—flavorful, crispy, and ready to conquer your taste buds 🍳"
10888457,8.0,Taffel,Snacks,Sticks,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229437/2025-12-20/10888457.jpg,Sticks,Snacks,"✨ Sticks of joy, ready to stick your heart into a fun vibe! 🌟"
10888402,16.0,Stryhns,Pålægspølser,Røget Medister,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_11_1738x74_4971x3907_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229438/2025-12-20/10888402.jpg,Smoked Medists,"Meat of bovine animals, fresh, chilled or frozen",🔥 Smoked Medists: The ultimate snack that makes your taste buds dance and your soul sing! 🌟
10888386,12.0,Salatmesteren,Remoulade,Remoulade,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_10_2380x393_4901x3972_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229439/2025-12-20/10888386.jpg,Remoulades,Remoulades,"Sour, spicy, and slightly tangy — the perfect companion to any meal. 🍹"
10888385,12.0,Salatmesteren,Mayonnaise,Mayonnaise,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_10_2380x393_4901x3972_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229441/2025-12-20/10888385.jpg,Mayonnaise,Mayonnaise,"Savory, creamy, and slightly mysterious — I'm the perfect companion to any salad. 🍅"
10888403,5.0,Brunchy,Bacon,Baconskiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_11_38x4830_2521x6860_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229441/2025-12-20/10888403.jpg,Bacon washers,Bacon,"Squeaky clean and crispy, I'm the bacon washers—ready to shine! 🥘✨"
10888401,16.0,Stryhns,Andet Pålæg,Sylte,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_11_1738x74_4971x3907_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229442/2025-12-20/10888401.jpg,Jams,Other Layings,"Spread sweetness like a jam jar—fresh, bold, and always ready to pair with your day. 🍬"
10888454,8.0,Taffel,Chips,Original Chips,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229442/2025-12-20/10888454.jpg,Original Chips,Chips,"Crunchy, salty, and always the star—Original Chips! 🍬"
10888467,8.0,Taffel,Chips,Sour Cream & Onion Chips,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229443/2025-12-20/10888467.jpg,Sour Cream & Onion Chips,Chips,"Sour Cream & Onion Chips: Crunchy, creamy, and utterly irresistible. 🍬"
10888400,16.0,Bacon Peber,Postej og Paté,Leverpostej,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_11_1738x74_4971x3907_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229443/2025-12-20/10888400.jpg,Liver pie,Farewell and Paté,Craving a little bit of liver pie? I'm here to satisfy your cravings with a dash of flavor and a sprinkle of joy. 🍲
10888359,29.95,Premieur,And,And,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_7_3217x139_4896x3653_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229443/2025-12-20/10888359.jpg,Duck,Duck,I'm a duck who loves to quack and splash in puddles. 🐦
10888381,15.0,Bådsmand,Sild,Sild,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_9_22x4015_2450x6908_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229444/2025-12-20/10888381.jpg,Herring,Herring,"Silent swimmer, salty storyteller, and ocean's quiet whisper—*herring* in every bite. 🐟"
10888285,8.0,Taffel,Snacks,Osterejer med Ægte Cheddar,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229445/2025-12-20/10888285.jpg,Cheese owner with True Cheddar,Snacks, cheesy connoisseur | True Cheddar enthusiast | 🥘
10888460,8.0,Taffel,Snacks,Super Snack Holiday,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229445/2025-12-20/10888460.jpg,Super Snack Holiday,Snacks,"✨ Super Snack Holiday: Crunchy, tasty, and always ready to satisfy your cravings! 🍪"
10888451,8.0,Taffel,Snacks,Chicken Pomm´s Snacks,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229446/2025-12-20/10888451.jpg,Chicken Pomm's Snacks,Snacks,Savory snack that's as bold as a chicken and a cheeky grin 🍗✨
10888434,10.0,K-salat,Pålægssalat,Æggesalat 30% mindre fedt,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_65x3794_4766x6887_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229446/2025-12-20/10888434.jpg,Egg salad 30% less fat,Cabbage lettuce (head lettuce),"Egg salad 30% less fat — creamy, tasty, and guilt-free. 🥚"
10888435,10.0,K-salat,Pålægssalat,Hønsesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_65x3794_4766x6887_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229447/2025-12-20/10888435.jpg,Chicken lettuce,Cabbage lettuce (head lettuce),"Savoring the taste of life, one crisp lettuce at a time. 🥕"
10888436,10.0,K-salat,Pålægssalat,Kylling & Baconsalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_65x3794_4766x6887_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229448/2025-12-20/10888436.jpg,Chicken & Bacon Salad,Cabbage lettuce (head lettuce),"Sizzling with flavor, I'm the ultimate snack that turns any meal into a feast! 🍗 Bacon 🥘 Chicken 🥘"
10888428,10.0,K-salat,Pålægssalat,Æggesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_65x3794_4766x6887_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229448/2025-12-20/10888428.jpg,Egg salad,Cabbage lettuce (head lettuce),"Egg salad: the perfect blend of crunch, flavor, and a little bit of chaos. 🥚"
10888432,10.0,K-salat,Pålægssalat,Finthakket  Skinkesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_65x3794_4766x6887_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229449/2025-12-20/10888432.jpg,Finely ground ham salad,Cabbage lettuce (head lettuce),"Savory, sharp, and slightly tangy — the perfect bite for a quick snack or a bold twist on a salad. 🍲"
10888433,10.0,K-salat,Pålægssalat,Krabbesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_65x3794_4766x6887_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229449/2025-12-20/10888433.jpg,Crab salad,Cabbage lettuce (head lettuce),"Crab salad: Craving the crunch of summer, served with a side of sass. 🍤"
10888408,40.0,Amanda Seafood,Konserves,Torskerogn,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_11_2488x3810_4993x6925_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229450/2025-12-20/10888408.jpg,Cod eggs,Conserves,"✨ Crispy, salty, and slightly smoky – the perfect snack for any meal! 🍣"
10888346,79.0,Premieur,Grisekød,Flæskesteg,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_5_2510x4458_4949x6827_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229451/2025-12-20/10888346.jpg,Pork roast,Pig meat,"🔥 Sizzling with flavor, ready to conquer your taste buds! 🍖"
10888560,12.0,Pringles,Chips,Cheese & Onion Chips,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_32x1327_2450x6979_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229451/2025-12-20/10888560.jpg,Cheese & Onion Chips,Chips,"Crunchy, cheesy, and onion-drenched, I'm the ultimate snack that makes every bite a rebellion against the mundane. 🍬🧄"
10888556,12.0,Pringles,Chips,Texas BBQ Sauce Chips,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_32x1327_2450x6979_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229451/2025-12-20/10888556.jpg,Texas BBQ Sauce Chips,Chips,"🔥 Sizzle, sizzle, and spice—Texas BBQ Sauce Chips are the real deal! 🍳"
10888562,12.0,Pringles,Chips,Sour Cream & Onion Chips,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_32x1327_2450x6979_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229452/2025-12-20/10888562.jpg,Sour Cream & Onion Chips,Chips,Sour Cream & Onion Chips: The ultimate snack that makes every bite feel like a celebration! 🍫
10888563,12.0,Pringles,Chips,Salt & Vinegar Chips,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_32x1327_2450x6979_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229452/2025-12-20/10888563.jpg,Salt & Vinegar Chips,Chips,"Crunchy, salty, and perfectly paired with any drink—just don't forget to add the vinegar. 🍺✨"
10888564,12.0,Pringles,Chips,Paprikachips,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_32x1327_2450x6979_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229453/2025-12-20/10888564.jpg,Paprika chips,Chips,"🔥 Spice up your day with paprika chips—spicy, smoky, and perfect for any snack. 🌟"
10888561,12.0,Pringles,Chips,Original Chips,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_32x1327_2450x6979_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229453/2025-12-20/10888561.jpg,Original Chips,Chips,"Crunchy, salty, and utterly unforgettable—Original Chips! 🍬"
10888464,8.0,Taffel,Snacks,Jule Andelår,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229454/2025-12-20/10888464.jpg,Christmas Anda Year,Snacks,✨🎄✨ Christmas Anda Year 🎄✨
10888468,8.0,Taffel,Snacks,Snackhjerter Salt,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_2_43x193_2542x4263_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229454/2025-12-20/10888468.jpg,Snack hearts Salt,Snacks,"Crave the sweet, salty thrill of snack hearts? 🍫✨"
10888611,55.0,,Italienske vine,Italiensk Rødvin,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_18_38x452_2472x3837_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229454/2025-12-20/10888611.jpg,Italian Red Wine,Italian wines,"Sip, savor, and savor the taste of adventure—🍷 🌟"
10888512,13.0,Taffel,Snacknødder & Nøddeblandinger,Saltede Peanuts,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229455/2025-12-20/10888512.jpg,Salted Peanuts,Snacknuts & Nuts,"Crunchy, salty, and ready to spice up your day 🍤"
10888502,48.0,Mammen,Skæreost,Skæreost Danbo Guld Mellemlagret Kommen,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_13_2974x3977_4933x6930_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229456/2025-12-20/10888502.jpg,Cutting cheese Danbo Gold Intermediate stock Come,Cut-cheese,Danbo Gold Intermediate Stock Cutter 🍬
10888481,20.0,Klovborg,Skiveost,Skiveost Danbo Mellemlagret,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_13_70x1051_2823x2736_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229456/2025-12-20/10888481.jpg,Skiveost Danbo Intermediate stock,Skiver cheese,Skiveost Danbo Intermediate stock: The ultimate multitasker who can handle any task with ease and a dash of flair! 🌟
10888357,44.95,Premieur,Grisekød,Ribbensteg,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_6_124x5397_4885x7000_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229456/2025-12-20/10888357.jpg,Robin roast,Pig meat,Robin roast 🍲✨
10888553,45.0,Naturens Energi,Nødder & Kerner,Mandler,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2515x4193_4933x6930_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229457/2025-12-20/10888553.jpg,almonds,Nuts & Kernels,"Crunchy, nutty, and perfectly perfect — just like me. 🍳✨"
10888379,125.0,Premieur,Kødkonserves,Confiterede Andelår,1,1,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_8_2143x3696_4922x6984_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229457/2025-12-20/10888379.jpg,IAS 1.54 (a) (ii); IAS 1.54 (a) (ii),Canned meat,IAS 1.54 (a) (ii) 🛒✨
10888514,13.0,Taffel,Snacks,Peanut Crunch Sourcream & Onion,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229458/2025-12-20/10888514.jpg,Peanut Crunch Sourcream & Onion,Snacks,"Crunchy, tangy, and onion-laced, I'm the ultimate snack that makes every bite scream ""YUM!"" 😄"
10888574,39.0,Blanding 66,Kaffe,Kaffe Formalet,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_15_2375x3545_4896x6903_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229458/2025-12-20/10888574.jpg,Coffee Painted,Coffee,"☕️ Painted with coffee, I'm the ultimate mood booster—perfect for any rainy day. 🌧️"
10888303,49.95,ØGO,Grisekød,Flæskesteg,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_5_0x1273_4976x4555_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229459/2025-12-20/10888303.jpg,Pork roast,Pig meat,"Savoring the smoky, savory thrill of a perfectly cooked pork roast, ready to ignite your taste buds and spark a conversation. 🍖"
10888384,35.0,Polar Seafood,Rejer og andre skaldyr,Rejer,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_9_2461x4020_4933x6914_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229460/2025-12-20/10888384.jpg,Shrimps and prawns,Shrimps and other shellfish,"✨ Crave crunch, not crabs! 🐙"
10888380,75.0,Taffel Akvavit,Snaps,Akvavit,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_9_32x647_2504x4069_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229461/2025-12-20/10888380.jpg,Aquavit,Snaps,"A sip of adventure, a twist on tradition—*aquavit* in every glass. 🍸"
10888383,35.0,Polar Seafood,Rejer og andre skaldyr,Rejer,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_9_2461x4020_4933x6914_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229462/2025-12-20/10888383.jpg,Shrimps and prawns,Shrimps and other shellfish,"Crunchy, clinking, and always in a hurry—shrimp and prawn vibes are everywhere! 🐟🦞"
10888681,59.0,Blanding 72,Kaffe,Kaffe Formalet,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_65x4058_4928x6968_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229462/2025-12-20/10888681.jpg,Coffee Painted,Coffee,"☕️ Painted with coffee, I’m the ultimate vibe booster—perfect for any chaotic day. 🌟"
10888520,13.0,Taffel,Snacknødder & Nøddeblandinger,Spicy Chili Peanuts,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229463/2025-12-20/10888520.jpg,Spicy Chili Peanuts,Snacknuts & Nuts,🔥 Spicy chili peanuts that make every bite a spicy adventure! 🌟
10888515,13.0,Taffel,Snacknødder & Nøddeblandinger,Nøddemix sweet og spicy,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229463/2025-12-20/10888515.jpg,Nut mix sweet and spicy,Snacknuts & Nuts,"Sweet and spicy nut mix, ready to spark your taste buds—✨"
10888516,13.0,Taffel,Snacknødder & Nøddeblandinger,Honningristede Mandel Mix,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229464/2025-12-20/10888516.jpg,Honey roasted Mandel Mix,Snacknuts & Nuts,"Sweet, sticky, and slightly spicy—perfect for a rainy day with a good book. 🍯✨"
10888517,13.0,Taffel,Snacknødder & Nøddeblandinger,Honningristet Cashew mix,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229464/2025-12-20/10888517.jpg,The honey roast Cashew mix,Snacknuts & Nuts,"Sweet, sticky, and slightly spicy — the perfect companion for any snack time. 🍯"
10888518,13.0,Taffel,Snacknødder & Nøddeblandinger,Mix af ristede nødder,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2596x760_4982x4188_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229465/2025-12-20/10888518.jpg,Mix of roasted nuts,Snacknuts & Nuts,"✨ Crunchy and satisfying, this mix is the perfect snack for any mood! ✨"
10888340,59.95,Premieur,Grisekød,Flæskesteg,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_5_81x4463_2483x6860_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229466/2025-12-20/10888340.jpg,Pork roast,Pig meat,"🔥Sizzling, smoky, and ready to conquer the grill—Pork roast is the star of the kitchen! 🍖"
10888405,40.0,John West,Konserves,Tun i solsikkeolie,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_11_2488x3810_4993x6925_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229466/2025-12-20/10888405.jpg,Tunas in sunflower oil,Conserves,Sunflower oil-loving tuna warrior 🍬
10888407,40.0,John West,Konserves,Tun i vand,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_11_2488x3810_4993x6925_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229466/2025-12-20/10888407.jpg,Tunas in water,Conserves,"Tuna in water: salty, refreshing, and always ready for a good snack. 🍞"
10888571,99.0,LBV,Hedvine,Portvin,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_15_0x3032_2337x6941_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229467/2025-12-20/10888571.jpg,Port,Liqueur wines,"A playful port to the sea, where every tide brings new adventures and flavors. 🌊✨"
10888613,99.0,,Italienske vine,Italiensk Rødvin,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_18_2515x533_4928x3902_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229468/2025-12-20/10888613.jpg,Italian Red Wine,Italian wines,"Sip, savor, and let the taste tell your story—🍷"
10888716,99.0,,Franske vine,Fransk Rødvin,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_18_2515x533_4928x3902_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229468/2025-12-20/10888716.jpg,French Red Wine,French wines,"A bold, bold red wine that turns every meal into a celebration 🍷"
10888369,199.0,Løgismose,And,And,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_7_3141x3583_4879x6903_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229469/2025-12-20/10888369.jpg,Duck,Duck,"I'm a duck who loves to swim and splash in puddles, but I'm also a great cook when I'm in the kitchen. 🐦"
10888423,12.0,Pålækker,"Pålæg, skiveskåret",Rullepølse,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_2548x107_4993x3837_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229469/2025-12-20/10888423.jpg,Roller sausage,Sliced cuts of cuts,"Saucy, smoky, and ready to roll—perfect for a spicy twist on any meal! 🍴"
10888416,12.0,Pålækker,"Pålæg, skiveskåret",Hamburgerryg,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_2548x107_4993x3837_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229470/2025-12-20/10888416.jpg,Hamburger back,Sliced cuts of cuts,"🍔 Back to the table, ready to crush the day! 🍔"
10888424,12.0,Sandwich,"Pålæg, skiveskåret",Kyllingebryst Tomat & Timian,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_2548x107_4993x3837_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229471/2025-12-20/10888424.jpg,Chicken Breast Tomato & Thyme,Sliced cuts of cuts,"Savoring the perfect balance of juicy chicken and tangy tomatoes, wrapped in a cozy thyme embrace. 🍴"
10888425,12.0,Sandwich,"Pålæg, skiveskåret",Kyllingebryst,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_2548x107_4993x3837_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229471/2025-12-20/10888425.jpg,Chicken breast,Sliced cuts of cuts,"Savory, juicy, and ready to conquer any plate — just ask me what I'm cooking. 🍗"
10888679,59.0,Blanding 95,Kaffe,Kaffe Formalet,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_65x4058_4928x6968_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229471/2025-12-20/10888679.jpg,Coffee Painted,Coffee,"☕️ Painted with coffee, I'm the ultimate mood booster—perfect for any day, anytime."
10888586,59.0,Organic,Kaffe,Kaffebønner,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_65x4058_4928x6968_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229472/2025-12-20/10888586.jpg,Coffee beans,Coffee,"☕️ The world needs more coffee, and I'm here to make it happen."
